"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
6,39,234,6.5,0.23,0.71,1.66,53,165,32,0
7,8,56,1.14,0.21,0.63,1.71,12,35,7,0
9,32,288,3.56,0.42,0.72,3.08,120,206,39,0
6,50,300,8.33,0.24,0.63,1.76,72,189,41,0
7,8,56,1.14,0.3,0.77,1.42,17,43,12,0
1,77,77,77,0.33,1,1.04,25,77,24,0
1,47,47,47,0.43,1,1.05,20,47,19,0
1,42,42,42,0.38,1,1.07,16,42,15,0
7,59,413,8.43,0.24,0.69,1.79,100,283,56,0
6,82,492,13.67,0.1,0.3,1.31,51,149,39,0
5,12,60,2.4,0.2,0.47,1.71,12,28,7,0
5,58,290,11.6,0.09,0.26,1.18,26,75,22,0
9,72,648,8,0.26,0.49,2.01,165,320,82,0
1,45,45,45,0.36,1,1.07,16,45,15,0
16,90,1440,5.63,0.2,0.77,1.39,283,1109,204,0
67,296,19832,4.42,0.09,0.29,1.54,1748,5649,1134,0
8,117,936,14.63,0.2,0.7,1.45,188,653,130,0
7,46,322,6.57,0.42,0.78,2.63,134,250,51,0
8,126,1008,15.75,0.21,0.57,1.45,211,578,146,0
9,55,495,6.11,0.28,0.66,1.92,136,327,71,0
7,158,1106,22.57,0.21,0.55,1.6,233,610,146,0
7,30,210,4.29,0.27,0.87,1.33,57,183,43,0
9,49,441,5.44,0.25,0.74,1.61,111,326,69,0
7,118,826,16.86,0.39,0.87,2.26,319,718,141,0
6,18,108,3,0.34,0.93,1.76,37,100,21,0
6,20,120,3.33,0.32,0.98,1.52,38,118,25,0
7,75,525,10.71,0.26,0.71,1.52,138,373,91,0
8,17,136,2.13,0.23,0.86,1.48,31,117,21,0
16,106,1696,6.63,0.19,0.59,1.49,325,1005,218,0
7,6,42,0.86,0.29,0.86,1.71,12,36,7,0
7,28,196,4,0.29,0.78,1.56,56,153,36,0
8,30,240,3.75,0.24,0.82,1.53,58,197,38,0
7,70,490,10,0.27,0.98,1.4,130,478,93,0
7,31,217,4.43,0.3,0.88,1.97,65,191,33,0
8,54,432,6.75,0.19,0.78,1.53,81,337,53,0
6,15,90,2.5,0.24,0.73,2.2,22,66,10,0
8,180,1440,22.5,0.2,0.72,1.31,286,1043,219,0
7,34,238,4.86,0.22,0.92,1.33,53,218,40,0
7,34,238,4.86,0.25,1,1.43,60,238,42,0
7,65,455,9.29,0.41,0.9,2.18,185,407,85,0
9,98,882,10.89,0.19,0.66,1.58,163,584,103,0
9,138,1242,15.33,0.27,0.61,1.87,336,756,180,0
6,7,42,1.17,0.45,1,2.38,19,42,8,0
6,104,624,17.33,0.1,0.26,2,62,161,31,0
9,261,2349,29,0.18,0.72,1.42,430,1686,302,0
9,98,882,10.89,0.3,0.71,2.03,266,628,131,0
4,253,1012,63.25,0.13,0.66,1.41,131,668,93,0
8,80,640,10,0.2,0.77,1.48,126,492,85,0
8,180,1440,22.5,0.21,0.79,1.39,306,1143,220,0
7,65,455,9.29,0.4,0.93,2.07,184,421,89,0
10,285,2850,28.5,0.18,0.6,1.58,499,1703,315,0
23,92,2116,4,0.15,0.53,1.44,306,1126,212,0
9,222,1998,24.67,0.2,0.71,1.52,403,1421,266,0
7,28,196,4,0.31,0.85,1.58,60,166,38,0
7,26,182,3.71,0.3,0.86,1.9,55,157,29,0
8,32,256,4,0.23,0.61,1.4,59,157,42,0
9,52,468,5.78,0.2,0.63,1.38,95,293,69,0
7,21,147,3,0.29,0.85,1.35,42,125,31,0
5,6,30,1.2,0.23,1,1.4,7,30,5,0
6,13,78,2.17,0.3,0.69,1.53,23,54,15,0
5,19,95,3.8,0.32,0.92,1.5,30,87,20,0
5,16,80,3.2,0.25,0.94,2,20,75,10,0
6,85,510,14.17,0.24,0.73,1.42,122,370,86,0
5,28,140,5.6,0.31,0.82,1.39,43,115,31,0
7,61,427,8.71,0.32,0.67,1.9,137,285,72,0
7,18,126,2.57,0.26,0.87,1.94,33,110,17,0
6,59,354,9.83,0.24,0.88,1.38,84,312,61,0
6,45,270,7.5,0.42,0.88,1.73,114,238,66,0
7,27,189,3.86,0.26,0.69,1.44,49,130,34,0
8,24,192,3,0.2,0.57,1.7,39,109,23,0
7,22,154,3.14,0.1,0.4,1.36,15,62,11,0
71,34,2414,0.48,0.09,0.27,1.91,227,659,119,0
5,42,210,8.4,0.26,0.84,1.46,54,176,37,0
5,6,30,1.2,0.4,0.87,2,12,26,6,0
5,15,75,3,0.09,0.35,1.4,7,26,5,0
5,11,55,2.2,0.31,0.84,1.7,17,46,10,0
7,35,245,5,0.25,0.8,1.36,60,197,44,0
7,40,280,5.71,0.23,0.68,1.25,64,191,51,0
8,85,680,10.63,0.24,0.69,1.46,162,467,111,0
5,27,135,5.4,0.27,0.62,1.71,36,84,21,0
6,12,72,2,0.32,1,1.53,23,72,15,0
7,15,105,2.14,0.2,0.57,1.5,21,60,14,0
7,14,98,2,0.36,0.94,1.84,35,92,19,0
8,37,296,4.63,0.26,0.68,1.86,78,200,42,0
6,40,240,6.67,0.22,0.62,1.43,53,149,37,0
7,39,273,5.57,0.15,0.48,1.67,40,131,24,0
8,69,552,8.63,0.22,0.64,1.43,119,355,83,0
7,87,609,12.43,0.37,0.86,1.91,222,521,116,0
7,40,280,5.71,0.25,0.83,1.59,70,233,44,0
9,46,414,5.11,0.3,0.83,1.66,123,345,74,0
7,17,119,2.43,0.32,0.93,1.41,38,111,27,0
7,96,672,13.71,0.27,0.69,1.54,182,462,118,0
7,15,105,2.14,0.18,0.61,2.71,19,64,7,0
5,24,120,4.8,0.34,0.81,1.32,41,97,31,0
8,39,312,4.88,0.21,0.71,1.36,64,222,47,0
6,8,48,1.33,0.42,1,2.86,20,48,7,0
8,42,336,5.25,0.26,0.76,1.74,87,254,50,0
5,29,145,5.8,0.28,0.78,1.6,40,113,25,0
7,28,196,4,0.27,0.75,1.36,53,147,39,0
7,10,70,1.43,0.29,0.77,2.22,20,54,9,0
5,6,30,1.2,0.43,1,1.63,13,30,8,0
5,13,65,2.6,0.29,0.89,1.46,19,58,13,0
5,18,90,3.6,0.32,1,1.45,29,90,20,0
5,25,125,5,0.4,0.93,1.52,50,116,33,0
5,39,195,7.8,0.34,0.9,1.35,66,176,49,0
5,7,35,1.4,0.31,0.86,1.83,11,30,6,0
7,108,756,15.43,0.36,0.81,2.11,274,610,130,0
7,34,238,4.86,0.27,0.76,1.48,65,181,44,0
17,110,1870,6.47,0.18,0.6,1.46,328,1128,224,0
9,132,1188,14.67,0.19,0.59,1.54,225,698,146,0
36,186,6696,5.17,0.32,0.65,7.28,2126,4382,292,0
6,7,42,1.17,0.71,0.86,30,30,36,1,0
23,20,460,0.87,0.51,0.67,21.18,233,309,11,0
38,227,8626,5.97,0.3,0.65,7.09,2623,5593,370,0
20,39,780,1.95,0.23,0.59,3.42,181,456,53,0
22,20,440,0.91,0.28,0.57,5.35,123,251,23,0
19,12,228,0.63,0.3,0.44,7.67,69,100,9,0
16,112,1792,7,0.31,0.88,2.72,546,1576,201,0
14,18,252,1.29,0.3,0.66,5,75,165,15,0
10,119,1190,11.9,0.2,0.84,1.59,240,1002,151,0
11,60,660,5.46,0.27,0.85,1.97,179,561,91,0
11,367,4037,33.36,0.22,0.77,1.64,891,3108,544,0
9,17,153,1.89,0.33,0.9,2.13,51,137,24,0
10,22,220,2.2,0.32,0.81,2.09,71,179,34,0
14,370,5180,26.43,0.18,0.65,1.64,907,3357,554,0
14,412,5768,29.43,0.18,0.67,1.59,1032,3869,651,0
12,117,1404,9.75,0.2,0.71,1.6,281,1002,176,0
13,348,4524,26.77,0.2,0.74,1.64,881,3363,537,0
13,390,5070,30,0.18,0.74,1.56,924,3727,593,0
12,302,3624,25.17,0.2,0.8,1.68,721,2880,429,0
10,227,2270,22.7,0.23,0.97,1.64,510,2202,311,0
10,17,170,1.7,0.22,0.73,2.38,38,124,16,0
10,23,230,2.3,0.26,0.79,1.76,60,181,34,0
14,440,6160,31.43,0.16,0.63,1.54,975,3857,632,0
12,311,3732,25.92,0.2,0.78,1.64,727,2914,443,0
10,18,180,1.8,0.29,0.74,2.6,52,134,20,0
11,22,242,2,0.28,0.67,1.94,68,162,35,0
10,94,940,9.4,0.29,1,1.78,269,940,151,0
14,422,5908,30.14,0.18,0.58,1.7,1062,3426,624,0
13,311,4043,23.92,0.22,0.76,1.63,873,3069,537,0
10,18,180,1.8,0.29,0.87,2.3,53,157,23,0
10,23,230,2.3,0.31,0.89,2.4,72,205,30,0
14,409,5726,29.21,0.17,0.58,1.79,984,3307,551,0
13,337,4381,25.92,0.19,0.75,1.58,811,3291,514,0
13,423,5499,32.54,0.19,0.76,1.64,1034,4191,632,0
9,18,162,2,0.31,0.9,2.63,50,146,19,0
11,23,253,2.09,0.27,0.74,2.09,67,186,32,0
11,357,3927,32.46,0.22,0.82,1.55,845,3232,546,0
13,188,2444,14.46,0.19,0.71,1.67,460,1736,275,0
13,377,4901,29,0.18,0.75,1.59,872,3655,548,0
12,274,3288,22.83,0.21,0.82,1.65,685,2687,416,0
10,20,200,2,0.29,0.8,2.52,58,159,23,0
8,22,176,2.75,0.32,0.91,1.78,57,160,32,0
2,19,38,9.5,0.18,0.55,3.5,7,21,2,0
14,348,4872,24.86,0.17,0.68,1.56,822,3293,526,0
13,218,2834,16.77,0.22,0.74,1.78,612,2090,344,0
12,207,2484,17.25,0.2,0.7,1.7,496,1736,292,0
12,245,2940,20.42,0.2,0.8,1.7,599,2342,353,0
10,20,200,2,0.28,0.91,1.9,55,182,29,0
10,23,230,2.3,0.32,0.89,2.35,73,205,31,0
13,44,572,3.39,0.17,0.71,1.61,98,407,61,0
41,67,2747,1.63,0.44,0.53,33.67,1212,1452,36,0
5,5,25,1,0.72,0.72,18,18,18,1,0
38,342,12996,9,0.28,0.47,12.99,3573,6053,275,0
8,109,872,13.63,0.27,0.86,1.83,236,753,129,0
8,65,520,8.13,0.3,0.91,1.74,157,472,90,0
8,79,632,9.88,0.32,0.98,1.8,200,616,111,0
7,57,399,8.14,0.32,0.95,1.47,128,380,87,0
7,18,126,2.57,0.17,0.44,2.63,21,55,8,0
9,137,1233,15.22,0.24,0.69,1.7,290,854,171,0
9,311,2799,34.56,0.16,0.58,1.34,456,1629,340,0
6,96,576,16,0.24,0.78,1.38,137,448,99,0
7,158,1106,22.57,0.24,0.95,1.33,264,1053,198,0
9,299,2691,33.22,0.23,0.71,1.58,607,1896,385,0
9,128,1152,14.22,0.22,0.75,1.44,252,858,175,0
8,319,2552,39.88,0.17,0.69,1.26,445,1765,353,0
8,59,472,7.38,0.19,0.67,1.49,88,317,59,0
7,41,287,5.86,0.26,0.89,1.32,75,254,57,0
9,181,1629,20.11,0.22,0.66,1.66,354,1077,213,0
8,302,2416,37.75,0.21,0.73,1.43,510,1763,356,0
9,295,2655,32.78,0.2,0.56,1.5,531,1483,354,0
8,42,336,5.25,0.27,0.81,1.54,91,273,59,0
10,263,2630,26.3,0.2,0.59,1.54,537,1550,348,0
8,309,2472,38.63,0.19,0.64,1.41,459,1593,325,0
8,108,864,13.5,0.2,0.69,1.34,169,593,126,0
7,43,301,6.14,0.22,0.98,1.27,66,296,52,0
7,35,245,5,0.19,0.85,1.21,46,208,38,0
1,22,22,22,0.59,1,2.6,13,22,5,0
6,13,78,2.17,0.23,0.49,3,18,38,6,0
9,134,1206,14.89,0.22,0.68,1.65,260,820,158,0
9,321,2889,35.67,0.15,0.55,1.32,446,1597,339,0
8,112,896,14,0.17,0.79,1.27,152,704,120,0
7,65,455,9.29,0.22,0.8,1.38,98,363,71,0
7,178,1246,25.43,0.24,0.8,1.41,301,990,213,0
9,268,2412,29.78,0.13,0.53,1.24,319,1288,258,0
7,75,525,10.71,0.16,0.76,1.28,82,398,64,0
9,231,2079,25.67,0.2,0.64,1.49,407,1324,274,0
5,8,40,1.6,0.33,0.9,1.63,13,36,8,0
8,183,1464,22.88,0.19,0.76,1.43,271,1112,190,0
7,85,595,12.14,0.19,0.87,1.3,114,517,88,0
7,70,490,10,0.37,0.97,1.9,182,476,96,0
7,92,644,13.14,0.31,0.9,1.88,199,577,106,0
7,95,665,13.57,0.27,0.93,1.56,178,618,114,0
7,86,602,12.29,0.28,0.96,1.55,169,577,109,0
7,9,63,1.29,0.35,0.89,2.2,22,56,10,0
7,60,420,8.57,0.29,0.89,1.5,120,372,80,0
8,90,720,11.25,0.21,0.74,1.54,149,531,97,0
7,42,294,6,0.26,0.74,1.79,77,217,43,0
7,74,518,10.57,0.16,0.83,1.12,83,430,74,0
6,263,1578,43.83,0.12,0.66,1.11,196,1041,177,0
5,19,95,3.8,0.21,0.78,1.33,20,74,15,0
6,106,636,17.67,0.13,0.84,1.14,82,531,72,0
8,346,2768,43.25,0.14,0.58,1.31,398,1607,304,0
6,135,810,22.5,0.21,0.74,1.37,170,596,124,0
7,346,2422,49.43,0.17,0.72,1.23,418,1733,341,0
7,135,945,19.29,0.11,0.53,1.09,108,499,99,0
6,326,1956,54.33,0.21,0.72,1.29,416,1400,323,0
7,135,945,19.29,0.2,0.73,1.43,191,692,134,0
8,340,2720,42.5,0.18,0.74,1.41,499,2002,355,0
7,123,861,17.57,0.14,0.67,1.26,120,580,95,0
7,346,2422,49.43,0.16,0.75,1.17,386,1813,329,0
7,343,2401,49,0.21,0.77,1.45,512,1854,352,0
6,19,114,3.17,0.18,0.78,1.24,21,89,17,0
7,91,637,13,0.18,0.82,1.24,114,520,92,0
7,346,2422,49.43,0.19,0.73,1.26,448,1771,355,0
8,346,2768,43.25,0.17,0.66,1.35,459,1828,339,0
7,346,2422,49.43,0.17,0.71,1.19,404,1712,339,0
8,342,2736,42.75,0.16,0.62,1.4,445,1702,317,0
5,63,315,12.6,0.21,0.91,1.47,66,288,45,0
5,89,445,17.8,0.17,0.72,1.14,75,319,66,0
7,42,294,6,0.14,0.71,1.27,42,210,33,0
5,12,60,2.4,0.2,0.58,2,12,35,6,0
4,10,40,2.5,0.3,0.65,3,12,26,4,0
20,19,380,0.95,0.5,0.71,12.53,188,271,15,0
20,30,600,1.5,0.43,0.6,13.68,260,358,19,0
20,18,360,0.9,0.49,0.58,19.56,176,210,9,0
20,16,320,0.8,0.5,0.57,26.67,160,183,6,0
20,32,640,1.6,0.43,0.56,21.15,275,355,13,0
28,82,2296,2.93,0.27,0.39,8.9,623,895,70,0
28,45,1260,1.61,0.37,0.54,7.86,464,680,59,0
19,28,532,1.47,0.59,0.91,13.04,313,485,24,0
8,21,168,2.63,0.48,0.83,13.5,81,139,6,0
8,32,256,4,0.4,0.5,34.33,103,127,3,0
8,45,360,5.63,0.49,0.72,9.32,177,260,19,0
8,28,224,3.5,0.44,0.5,19.6,98,111,5,0
7,42,294,6,0.41,0.98,2.05,119,287,58,0
8,22,176,2.75,0.4,0.79,2.59,70,139,27,0
8,41,328,5.13,0.27,0.62,2.35,87,202,37,0
6,4,24,0.67,0.42,0.5,5,10,12,2,0
7,10,70,1.43,0.3,0.74,3.5,21,52,6,0
14,155,2170,11.07,0.3,0.64,2.76,658,1386,238,0
10,10,100,1,0.56,0.91,4,56,91,14,0
33,180,5940,5.46,0.24,0.61,1.68,1400,3627,835,0
9,10,90,1.11,0.34,0.53,3.88,31,48,8,0
10,67,670,6.7,0.29,0.59,2.27,195,394,86,0
10,82,820,8.2,0.3,0.83,2.05,246,682,120,0
25,153,3825,6.12,0.26,0.61,2.08,977,2338,470,0
11,11,121,1,0.54,0.88,5,65,106,13,0
9,38,342,4.22,0.21,0.56,2.25,72,192,32,0
9,33,297,3.67,0.35,0.93,2.58,103,276,40,0
9,7,63,0.78,0.35,0.6,3.67,22,38,6,0
9,29,261,3.22,0.31,0.69,2.13,81,179,38,0
8,155,1240,19.38,0.37,0.96,1.64,454,1195,276,0
12,115,1380,9.58,0.26,0.57,1.74,353,790,203,0
10,31,310,3.1,0.28,0.61,1.98,87,188,44,0
10,36,360,3.6,0.36,0.67,2.33,128,242,55,0
7,9,63,1.29,0.44,0.83,3.11,28,52,9,0
6,13,78,2.17,0.54,0.92,2.63,42,72,16,0
12,39,468,3.25,0.28,0.49,4,132,228,33,0
12,28,336,2.33,0.27,0.59,3.07,89,199,29,0
12,33,396,2.75,0.39,0.79,4.08,155,314,38,0
11,303,3333,27.55,0.18,0.27,4.97,611,892,123,0
11,5,55,0.46,0.66,0.73,12,36,40,3,0
11,303,3333,27.55,0.15,0.2,7.49,502,666,67,0
11,10,110,0.91,0.44,0.93,4.36,48,102,11,0
11,11,121,1,0.46,0.88,4.23,55,106,13,0
10,121,1210,12.1,0.27,0.66,2.47,324,804,131,0
14,102,1428,7.29,0.36,0.71,2.96,509,1013,172,0
11,11,121,1,0.43,0.8,4.73,52,97,11,0
11,90,990,8.18,0.39,0.88,2.41,381,873,158,0
10,10,100,1,0.57,0.91,3.17,57,91,18,0
14,98,1372,7,0.31,0.77,2.43,422,1054,174,0
10,12,120,1.2,0.55,0.88,4.71,66,105,14,0
11,104,1144,9.46,0.39,0.82,2.97,451,943,152,0
14,84,1176,6,0.26,0.62,2.31,307,733,133,0
10,41,410,4.1,0.46,0.97,2.79,190,397,68,0
11,137,1507,12.46,0.32,0.65,2.7,478,982,177,0
11,11,121,1,0.44,0.87,4.08,53,105,13,0
11,64,704,5.82,0.4,0.56,3.35,278,393,83,0
10,21,210,2.1,0.46,0.93,2.91,96,196,33,0
11,12,132,1.09,0.43,0.67,4.38,57,89,13,0
60,57,3420,0.95,0.46,0.83,3.91,1574,2843,403,0
38,52,1976,1.37,0.45,0.91,3.49,894,1801,256,0
38,127,4826,3.34,0.46,0.87,3.41,2238,4199,657,0
38,96,3648,2.53,0.43,0.84,3.29,1574,3051,478,0
38,69,2622,1.82,0.48,0.84,4.27,1247,2201,292,0
36,5,180,0.14,0.66,0.82,7.87,118,147,15,0
14,141,1974,10.07,0.28,0.67,2.29,549,1323,240,0
11,12,132,1.09,0.5,0.84,4.13,66,111,16,0
14,187,2618,13.36,0.27,0.48,2.31,693,1248,300,0
11,11,121,1,0.46,0.82,5.5,55,99,10,0
10,183,1830,18.3,0.27,0.68,1.67,488,1248,293,0
9,151,1359,16.78,0.26,0.94,1.48,349,1279,236,0
10,170,1700,17,0.26,0.71,1.66,444,1206,268,0
11,156,1716,14.18,0.22,0.71,1.52,385,1219,253,0
10,115,1150,11.5,0.24,0.76,1.48,276,872,187,0
10,87,870,8.7,0.38,0.76,2.23,326,665,146,0
10,11,110,1.1,0.49,0.85,4.5,54,93,12,0
8,26,208,3.25,0.29,0.6,2.03,61,124,30,0
14,125,1750,8.93,0.29,0.73,2.21,505,1285,228,0
9,57,513,6.33,0.29,0.91,1.39,146,467,105,0
22,208,4576,9.46,0.2,0.56,1.59,928,2539,585,0
10,47,470,4.7,0.48,0.99,2.97,226,466,76,0
11,12,132,1.09,0.49,0.75,4.33,65,99,15,0
11,65,715,5.91,0.18,0.66,1.65,127,473,77,0
9,45,405,5,0.31,0.6,1.68,124,243,74,0
10,165,1650,16.5,0.26,0.7,1.65,426,1147,258,0
11,168,1848,15.27,0.23,0.72,1.55,432,1337,279,0
11,147,1617,13.36,0.32,0.61,2.2,518,982,235,0
11,12,132,1.09,0.5,0.82,4.13,66,108,16,0
11,119,1309,10.82,0.27,0.68,1.72,351,887,204,0
11,147,1617,13.36,0.26,0.76,1.58,416,1230,264,0
11,193,2123,17.55,0.24,0.68,1.59,516,1451,325,0
7,4,28,0.57,0.71,0.93,10,20,26,2,0
6,95,570,15.83,0.3,0.91,1.64,171,519,104,0
7,41,287,5.86,0.21,0.8,1.36,61,230,45,0
3,113,339,37.67,0.41,0.47,13.9,139,160,10,1
3,59,177,19.67,0.48,0.48,84,84,84,1,1
2,20,40,10,0.68,0.68,27,27,27,1,1
2,101,202,50.5,0.54,0.74,10.9,109,150,10,1
4,194,776,48.5,0.26,0.27,34,204,212,6,1
2,18,36,9,0.67,0.69,24,24,25,1,1
2,22,44,11,0.75,0.75,33,33,33,1,1
2,18,36,9,0.81,0.83,29,29,30,1,1
2,22,44,11,0.71,0.86,15.5,31,38,2,1
3,116,348,38.67,0.39,0.49,33.5,134,172,4,1
1,10,10,10,1,1,10,10,10,1,1
1,13,13,13,1,1,13,13,13,1,1
1,8,8,8,1,1,8,8,8,1,1
1,44,44,44,0.25,1,2.2,11,44,5,1
2,20,40,10,0.73,0.88,29,29,35,1,1
2,20,40,10,0.78,0.85,31,31,34,1,1
3,113,339,37.67,0.36,0.38,30.25,121,128,4,1
2,48,96,24,0.63,0.68,30,60,65,2,1
3,116,348,38.67,0.36,0.37,62,124,129,2,1
2,18,36,9,0.72,0.72,26,26,26,1,1
3,132,396,44,0.51,0.56,20,200,221,10,1
1,17,17,17,0.77,1,3.25,13,17,4,1
1,8,8,8,1,1,8,8,8,1,1
2,69,138,34.5,0.62,0.91,10.75,86,125,8,1
2,46,92,23,0.59,0.76,18,54,70,3,1
1,57,57,57,0.46,1,3.71,26,57,7,1
1,10,10,10,0.9,1,9,9,10,1,1
2,116,232,58,0.62,0.8,17.88,143,186,8,1
2,17,34,8.5,0.59,0.97,6.67,20,33,3,1
1,43,43,43,0.91,1,9.75,39,43,4,1
10,2,20,0.2,0.55,0.6,11,11,12,1,1
2,112,224,56,0.5,0.5,55.5,111,113,2,1
1,45,45,45,0.76,1,5.67,34,45,6,1
1,75,75,75,0.81,1,5.55,61,75,11,1
2,157,314,78.5,0.51,0.55,26.5,159,173,6,1
1,32,32,32,0.72,1,5.75,23,32,4,1
1,52,52,52,0.79,1,10.25,41,52,4,1
1,13,13,13,0.69,1,4.5,9,13,2,1
2,123,246,61.5,0.5,0.5,123,123,124,1,1
1,36,36,36,0.72,1,8.67,26,36,3,1
1,19,19,19,0.79,1,3.75,15,19,4,1
1,9,9,9,0.78,1,7,7,9,1,1
2,446,892,223,0.44,0.6,17.82,392,538,22,1
2,236,472,118,0.57,0.69,10.27,267,325,26,1
1,61,61,61,1,1,61,61,61,1,1
3,213,639,71,0.32,0.38,11.94,203,242,17,1
1,152,152,152,0.82,1,11.36,125,152,11,1
1,51,51,51,0.47,1,2.4,24,51,10,1
19,462,8778,24.32,0.52,0.69,16.88,4591,6035,272,1
1,52,52,52,0.98,1,51,51,52,1,1
1,52,52,52,0.54,1,14,28,52,2,1
1,33,33,33,1,1,33,33,33,1,1
1,124,124,124,0.44,1,7.86,55,124,7,1
1,75,75,75,0.92,1,11.5,69,75,6,1
1,8,8,8,0.88,1,7,7,8,1,1
1,40,40,40,1,1,40,40,40,1,1
1,55,55,55,0.56,1,10.33,31,55,3,1
1,115,115,115,0.2,1,4.6,23,115,5,1
1,11,11,11,1,1,11,11,11,1,1
1,46,46,46,0.78,1,12,36,46,3,1
2,64,128,32,0.53,0.59,17,68,75,4,1
4,115,460,28.75,0.43,0.49,17.82,196,224,11,1
1,48,48,48,0.88,1,10.5,42,48,4,1
1,29,29,29,0.59,1,2.13,17,29,8,1
1,17,17,17,0.41,1,1.75,7,17,4,1
28,330,9240,11.79,0.06,0.07,31,527,614,17,1
3,286,858,95.33,0.41,0.43,87,348,366,4,1
1,18,18,18,0.94,1,17,17,18,1,1
1,7,7,7,1,1,7,7,7,1,1
1,117,117,117,0.39,1,5.75,46,117,8,1
1,77,77,77,0.4,1,5.17,31,77,6,1
1,40,40,40,0.88,1,11.67,35,40,3,1
1,28,28,28,0.96,1,27,27,28,1,1
1,35,35,35,0.83,1,9.67,29,35,3,1
1,14,14,14,0.57,1,2,8,14,4,1
1,23,23,23,0.83,1,19,19,23,1,1
1,19,19,19,0.68,1,4.33,13,19,3,1
1,79,79,79,0.61,1,6.86,48,79,7,1
1,11,11,11,0.73,1,4,8,11,2,1
1,98,98,98,0.94,1,30.67,92,98,3,1
1,13,13,13,0.69,1,3,9,13,3,1
1,17,17,17,0.82,1,4.67,14,17,3,1
1,15,15,15,0.87,1,6.5,13,15,2,1
9,13,117,1.44,0.1,0.75,4,12,88,3,1
6,7,42,1.17,0.24,0.69,10,10,29,1,1
1,37,37,37,0.81,1,6,30,37,5,1
1,46,46,46,0.24,1,1.38,11,46,8,1
1,42,42,42,0.31,1,2.6,13,42,5,1
2,176,352,88,0.53,0.61,31,186,213,6,1
1,17,17,17,0.88,1,7.5,15,17,2,1
1,39,39,39,0.9,1,8.75,35,39,4,1
1,44,44,44,0.91,1,20,40,44,2,1
1,14,14,14,0.93,1,13,13,14,1,1
1,36,36,36,0.58,1,4.2,21,36,5,1
1,17,17,17,0.77,1,6.5,13,17,2,1
2,14,28,7,0.29,0.82,8,8,23,1,1
3,183,549,61,0.49,0.58,29.78,268,317,9,1
1,29,29,29,1,1,29,29,29,1,1
1,14,14,14,0.93,1,13,13,14,1,1
1,45,45,45,0.93,1,21,42,45,2,1
25,300,7500,12,0.07,0.07,40.33,484,531,12,1
2,50,100,25,0.46,0.51,15.33,46,51,3,1
2,204,408,102,0.41,0.68,10.5,168,278,16,1
1,35,35,35,0.86,1,10,30,35,3,1
6,142,852,23.67,0.12,0.17,6.53,98,147,15,1
1,14,14,14,0.86,1,12,12,14,1,1
1,69,69,69,0.84,1,8.29,58,69,7,1
1,148,148,148,0.96,1,47.33,142,148,3,1
1,84,84,84,0.92,1,19.25,77,84,4,1
1,73,73,73,0.62,1,3.75,45,73,12,1
21,2,42,0.1,0.74,0.74,31,31,31,1,1
1,147,147,147,0.86,1,11.55,127,147,11,1
1,17,17,17,0.94,1,16,16,17,1,1
2,6,12,3,0.67,1,4,8,12,2,1
3,54,162,18,0.36,0.52,8.43,59,84,7,1
3,11,33,3.67,0.36,0.67,3,12,22,4,1
3,304,912,101.33,0.56,0.69,42.17,506,626,12,1
3,259,777,86.33,0.41,0.48,13.29,319,374,24,1
5,333,1665,66.6,0.37,0.41,36.65,623,688,17,1
2,6,12,3,0.67,1,4,8,12,2,1
2,49,98,24.5,0.51,0.51,50,50,50,1,1
1,114,114,114,0.94,1,21.4,107,114,5,1
1,41,41,41,0.93,1,12.67,38,41,3,1
1,33,33,33,0.67,1,3.67,22,33,6,1
1,106,106,106,0.86,1,15.17,91,106,6,1
1,27,27,27,0.41,1,1.83,11,27,6,1
1,41,41,41,0.78,1,4.57,32,41,7,1
1,22,22,22,0.5,1,1.83,11,22,6,1
1,65,65,65,0.65,1,3,42,65,14,1
7,46,322,6.57,0.18,0.3,8.14,57,98,7,1
2,9,18,4.5,0.56,0.56,10,10,10,1,1
2,46,92,23,0.51,0.55,47,47,51,1,1
1,127,127,127,0.65,1,13.67,82,127,6,1
1,13,13,13,0.85,1,5.5,11,13,2,1
3,129,387,43,0.31,0.38,11.8,118,146,10,1
5,7,35,1.4,0.2,0.31,7,7,11,1,1
6,47,282,7.83,0.2,0.2,57,57,57,1,1
4,19,76,4.75,0.28,0.38,5.25,21,29,4,1
1,47,47,47,1,1,47,47,47,1,1
1,86,86,86,0.93,1,40,80,86,2,1
1,17,17,17,1,1,17,17,17,1,1
1,19,19,19,0.74,1,4.67,14,19,3,1
6,21,126,3.5,0.25,0.25,31,31,32,1,1
8,16,128,2,0.4,0.7,2.55,51,89,20,1
2,14,28,7,0.46,0.54,13,13,15,1,1
2,536,1072,268,0.51,0.51,180.33,541,549,3,1
2,536,1072,268,0.54,0.74,30.37,577,790,19,1
2,535,1070,267.5,0.56,0.61,40.2,603,657,15,1
2,536,1072,268,0.54,0.62,24,576,667,24,1
2,536,1072,268,0.5,0.53,41.08,534,571,13,1
2,535,1070,267.5,0.65,0.92,11.75,693,984,59,1
2,536,1072,268,0.53,0.56,30,570,598,19,1
2,535,1070,267.5,0.55,0.63,24.29,583,673,24,1
3,536,1608,178.67,0.34,0.35,61,549,567,9,1
3,470,1410,156.67,0.35,0.39,23.62,496,545,21,1
2,64,128,32,0.43,0.6,3.93,55,77,14,1
